File accession	File format	Output type	Experiment accession	Assay	Biosample term id	Biosample term name	Biosample type	Biosample organism	Biosample treatments	Biosample treatments amount	Biosample treatments duration	Experiment target	Library made from	Library depleted in	Library extraction method	Library lysis method	Library crosslinking method	Library strand specific	Experiment date released	Project	RBNS protein concentration	Library fragmentation method	Library size range	Biological replicate(s)	Technical replicate	Read length	Mapped read length	Run type	Paired end	Paired with	Derived from	Size	Lab	md5sum	dbxrefs	File download URL	Assembly	Platform	Controlled by	File Status	Audit WARNING	Audit INTERNAL_ACTION	Audit NOT_COMPLIANT	Audit ERROR
ENCFF240CUH	bed narrowPeak	peaks and background as input for IDR	ENCSR838RUX	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF134TXS, ENCFF472GUK	6440167	ENCODE Processing Pipeline	f63e36ef8a94a89e79f64f0f475475af		https://www.encodeproject.org/files/ENCFF240CUH/@@download/ENCFF240CUH.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF761JIU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR838RUX	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF240CUH	621392	ENCODE Processing Pipeline	22916e6d5db3f56535ec1daef61748fc		https://www.encodeproject.org/files/ENCFF761JIU/@@download/ENCFF761JIU.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF946ALH	bed narrowPeak	peaks and background as input for IDR	ENCSR838RUX	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF415FHO, ENCFF640XYK	6434084	ENCODE Processing Pipeline	9cf7c27f0f6616e510f049af5e4ccba1		https://www.encodeproject.org/files/ENCFF946ALH/@@download/ENCFF946ALH.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF661IIS	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR838RUX	ChIP-seq	UBERON:0006920	esophagus squamous epithelium	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF419RSJ, ENCFF946ALH	612114	ENCODE Processing Pipeline	7236890214943b71926b7dbc8ac428e9		https://www.encodeproject.org/files/ENCFF661IIS/@@download/ENCFF661IIS.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF735EHK	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR559KAB	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-19	ENCODE				1							ENCFF001TDO, ENCFF586WMF	551416	ENCODE Processing Pipeline	5df1132eb9e3683ddbd6ea3b5ccf3597		https://www.encodeproject.org/files/ENCFF735EHK/@@download/ENCFF735EHK.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF586WMF	bed narrowPeak	peaks and background as input for IDR	ENCSR559KAB	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-19	ENCODE				1							ENCFF239CRJ, ENCFF992PUN	6444911	ENCODE Processing Pipeline	a498c601f0df7db09aee8724ad4dece5		https://www.encodeproject.org/files/ENCFF586WMF/@@download/ENCFF586WMF.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF505WZO	bed narrowPeak	peaks and background as input for IDR	ENCSR559KAB	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-19	ENCODE				1							ENCFF596ZPN, ENCFF703WUV	6405696	ENCODE Processing Pipeline	ed842266038e2d56382d315514d5577e		https://www.encodeproject.org/files/ENCFF505WZO/@@download/ENCFF505WZO.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF725FJK	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR559KAB	ChIP-seq	UBERON:0004648	esophagus muscularis mucosa	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-19	ENCODE				1							ENCFF419RSJ, ENCFF505WZO	536750	ENCODE Processing Pipeline	90d293ea98214b85b90908c222d86203		https://www.encodeproject.org/files/ENCFF725FJK/@@download/ENCFF725FJK.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF620DNX	bed narrowPeak	peaks and background as input for IDR	ENCSR102CSD	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-10-25	ENCODE				1							ENCFF051HDO, ENCFF908GSJ	6836392	ENCODE Processing Pipeline	8da83cc93e5aa7b42fc58f8a6577596a		https://www.encodeproject.org/files/ENCFF620DNX/@@download/ENCFF620DNX.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF547PLX	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR102CSD	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-10-25	ENCODE				1							ENCFF001TDO, ENCFF620DNX	743529	ENCODE Processing Pipeline	9be895fc655a4677eb0774b455ac6453		https://www.encodeproject.org/files/ENCFF547PLX/@@download/ENCFF547PLX.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF693TBO	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR102CSD	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-10-25	ENCODE				1							ENCFF419RSJ, ENCFF554DUQ	752636	ENCODE Processing Pipeline	785853b1da7f2711bc2955eac040a1f9		https://www.encodeproject.org/files/ENCFF693TBO/@@download/ENCFF693TBO.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF554DUQ	bed narrowPeak	peaks and background as input for IDR	ENCSR102CSD	ChIP-seq	UBERON:0001157	transverse colon	tissue	Homo sapiens				CTCF-human	DNA					False	2016-10-25	ENCODE				1							ENCFF548GPB, ENCFF602FBL	6865342	ENCODE Processing Pipeline	01ff45d5e90073c657638db7547b1050		https://www.encodeproject.org/files/ENCFF554DUQ/@@download/ENCFF554DUQ.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF885SEW	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR515LRI	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF001TDO, ENCFF392GXE	203133	ENCODE Processing Pipeline	be58ed568dd5809a8e4219ee2e06d8cb		https://www.encodeproject.org/files/ENCFF885SEW/@@download/ENCFF885SEW.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF392GXE	bed narrowPeak	peaks and background as input for IDR	ENCSR515LRI	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF127YRH, ENCFF316UCQ	5124691	ENCODE Processing Pipeline	0b93f801e6ada83f7270216df6b31726		https://www.encodeproject.org/files/ENCFF392GXE/@@download/ENCFF392GXE.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF743OES	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR515LRI	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF419RSJ, ENCFF605HWY	198877	ENCODE Processing Pipeline	3444d2313ad7fded1923dd241c0301c1		https://www.encodeproject.org/files/ENCFF743OES/@@download/ENCFF743OES.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF605HWY	bed narrowPeak	peaks and background as input for IDR	ENCSR515LRI	ChIP-seq	UBERON:0036149	suprapubic skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-07-11	ENCODE				1							ENCFF530VNF, ENCFF932XVT	5118474	ENCODE Processing Pipeline	8cd7b87a79ffcc7df249169758091897		https://www.encodeproject.org/files/ENCFF605HWY/@@download/ENCFF605HWY.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	poor library complexity, severe bottlenecking	
ENCFF520JZM	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR955BIB	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF747PUI	700769	ENCODE Processing Pipeline	12909e8208754d0c074e96cab115db3e		https://www.encodeproject.org/files/ENCFF520JZM/@@download/ENCFF520JZM.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF747PUI	bed narrowPeak	peaks and background as input for IDR	ENCSR955BIB	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF300XKS, ENCFF336YLG	6466857	ENCODE Processing Pipeline	cffd4c21e3adb5a3b1c38609954c2b86		https://www.encodeproject.org/files/ENCFF747PUI/@@download/ENCFF747PUI.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF866OIP	bed narrowPeak	peaks and background as input for IDR	ENCSR955BIB	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF578UPT, ENCFF700NXF	6469462	ENCODE Processing Pipeline	1797131b6da7c64f0cf649cc0b25fac7		https://www.encodeproject.org/files/ENCFF866OIP/@@download/ENCFF866OIP.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF728IYI	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR955BIB	ChIP-seq	UBERON:0002046	thyroid gland	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF419RSJ, ENCFF866OIP	704227	ENCODE Processing Pipeline	ca9907396aa7d5df6f7a51367dbf6b5b		https://www.encodeproject.org/files/ENCFF728IYI/@@download/ENCFF728IYI.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF777TZZ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR419ANE	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF821KSJ	731972	ENCODE Processing Pipeline	c020f1bb4782427adf2bb08433c53f20		https://www.encodeproject.org/files/ENCFF777TZZ/@@download/ENCFF777TZZ.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF821KSJ	bed narrowPeak	peaks and background as input for IDR	ENCSR419ANE	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF025ZGL, ENCFF888YHU	6191786	ENCODE Processing Pipeline	1f024425ec70161ea3fd9530da6147ad		https://www.encodeproject.org/files/ENCFF821KSJ/@@download/ENCFF821KSJ.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF987VYY	bed narrowPeak	peaks and background as input for IDR	ENCSR419ANE	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF242HNU, ENCFF667TEE	6192755	ENCODE Processing Pipeline	f9d0fcf5b0d545d2bf74ef4a7c67e3af		https://www.encodeproject.org/files/ENCFF987VYY/@@download/ENCFF987VYY.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF805FIF	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR419ANE	ChIP-seq	UBERON:0001211	Peyer's patch	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF419RSJ, ENCFF987VYY	735051	ENCODE Processing Pipeline	6f24df5cbdc611f7a791b0266fa20fe6		https://www.encodeproject.org/files/ENCFF805FIF/@@download/ENCFF805FIF.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF749ROX	bed narrowPeak	peaks and background as input for IDR	ENCSR428BKN	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF716USG, ENCFF941RBT	6757803	ENCODE Processing Pipeline	da994bad281aa7d2a9a58d49c59a1699		https://www.encodeproject.org/files/ENCFF749ROX/@@download/ENCFF749ROX.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF985OZU	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR428BKN	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF749ROX	551277	ENCODE Processing Pipeline	84c26db4eba0b747753dc050e93cb523		https://www.encodeproject.org/files/ENCFF985OZU/@@download/ENCFF985OZU.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF100SKI	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR428BKN	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF106ONT, ENCFF419RSJ	550916	ENCODE Processing Pipeline	8b5dca38d0f33e2a732fcd316e99ca96		https://www.encodeproject.org/files/ENCFF100SKI/@@download/ENCFF100SKI.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF106ONT	bed narrowPeak	peaks and background as input for IDR	ENCSR428BKN	ChIP-seq	UBERON:0011907	gastrocnemius medialis	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF436WOY, ENCFF719VPI	6743993	ENCODE Processing Pipeline	bea15d20df73181bfe5ebe57be4ea431		https://www.encodeproject.org/files/ENCFF106ONT/@@download/ENCFF106ONT.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF256VHD	bed narrowPeak	peaks and background as input for IDR	ENCSR960MDF	ChIP-seq	UBERON:0001496	ascending aorta	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF089ZLE, ENCFF840LTU	6076917	ENCODE Processing Pipeline	4864a2dbaf20706a0f16e60bfebca823		https://www.encodeproject.org/files/ENCFF256VHD/@@download/ENCFF256VHD.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF147RBN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR960MDF	ChIP-seq	UBERON:0001496	ascending aorta	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF001TDO, ENCFF256VHD	404105	ENCODE Processing Pipeline	25e246f967fa8ecbef00677d441d8c1e		https://www.encodeproject.org/files/ENCFF147RBN/@@download/ENCFF147RBN.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF135IYN	bed narrowPeak	peaks and background as input for IDR	ENCSR960MDF	ChIP-seq	UBERON:0001496	ascending aorta	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF023NJF, ENCFF353ZVY	6080530	ENCODE Processing Pipeline	6b399df16d8c6895fbd7d4d9fdcb9a77		https://www.encodeproject.org/files/ENCFF135IYN/@@download/ENCFF135IYN.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF374MIO	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR960MDF	ChIP-seq	UBERON:0001496	ascending aorta	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-13	ENCODE				1							ENCFF135IYN, ENCFF419RSJ	409511	ENCODE Processing Pipeline	9665a8b4c127a52b70bf20fdff679b2a		https://www.encodeproject.org/files/ENCFF374MIO/@@download/ENCFF374MIO.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF637FOR	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF001TDO, ENCFF173TPC	258148	ENCODE Processing Pipeline	b47d818695eede8a4856409220c10f6f		https://www.encodeproject.org/files/ENCFF637FOR/@@download/ENCFF637FOR.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF173TPC	bed narrowPeak	peaks and background as input for IDR	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF191LEP, ENCFF546PNW	6259235	ENCODE Processing Pipeline	e513594478f6683c4ed945a918cd417a		https://www.encodeproject.org/files/ENCFF173TPC/@@download/ENCFF173TPC.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF436ENK	bed narrowPeak	peaks and background as input for IDR	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF047KMB, ENCFF076LAL	6261302	ENCODE Processing Pipeline	0bfe9fee946edcce43c9b41d903b86f1		https://www.encodeproject.org/files/ENCFF436ENK/@@download/ENCFF436ENK.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF916FGF	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR252XWG	ChIP-seq	UBERON:0004264	lower leg skin	tissue	Homo sapiens				CTCF-human	DNA					False	2016-11-07	ENCODE				1							ENCFF419RSJ, ENCFF436ENK	263275	ENCODE Processing Pipeline	f96b76d134f54a31962e14f3fba76aae		https://www.encodeproject.org/files/ENCFF916FGF/@@download/ENCFF916FGF.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF483EHQ	bed narrowPeak	peaks and background as input for IDR	ENCSR089DTY	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF385SNU, ENCFF720JWD	5252425	ENCODE Processing Pipeline	6cb07ba566d736d39e27317f97de5023		https://www.encodeproject.org/files/ENCFF483EHQ/@@download/ENCFF483EHQ.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF454PSG	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR089DTY	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF001TDO, ENCFF483EHQ	123602	ENCODE Processing Pipeline	c2a2d850376b23ad961c3a396510ad04		https://www.encodeproject.org/files/ENCFF454PSG/@@download/ENCFF454PSG.bed.gz	hg19			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF737SPJ	bed narrowPeak	peaks and background as input for IDR	ENCSR089DTY	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF167NTI, ENCFF576CMR	5256438	ENCODE Processing Pipeline	12d8b8b2e7c6a705ea5cf4e800437a10		https://www.encodeproject.org/files/ENCFF737SPJ/@@download/ENCFF737SPJ.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF157OEN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR089DTY	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2017-06-23	ENCODE				1							ENCFF419RSJ, ENCFF737SPJ	121698	ENCODE Processing Pipeline	27fffd9e0db4985d4c62405ba7f0bfb7		https://www.encodeproject.org/files/ENCFF157OEN/@@download/ENCFF157OEN.bed.gz	GRCh38			released	moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF938NIP	bed narrowPeak	peaks and background as input for IDR	ENCSR964BKO	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF288DHW, ENCFF894GZN	6788148	ENCODE Processing Pipeline	881e4ad73aa8cb3ea20276d0f000d439		https://www.encodeproject.org/files/ENCFF938NIP/@@download/ENCFF938NIP.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF745NPN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR964BKO	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF001TDO, ENCFF938NIP	632658	ENCODE Processing Pipeline	1e585522f7ce87aeaa678e4b75bb8aa3		https://www.encodeproject.org/files/ENCFF745NPN/@@download/ENCFF745NPN.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF846IMW	bed narrowPeak	peaks and background as input for IDR	ENCSR964BKO	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF219XWI, ENCFF957DAV	6823040	ENCODE Processing Pipeline	b4cf7701a13ea21fd6cc0b91d6d8f4d5		https://www.encodeproject.org/files/ENCFF846IMW/@@download/ENCFF846IMW.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF869YGK	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR964BKO	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF419RSJ, ENCFF846IMW	635377	ENCODE Processing Pipeline	507d11142275c2f66db371b8d56907c5		https://www.encodeproject.org/files/ENCFF869YGK/@@download/ENCFF869YGK.bed.gz	GRCh38			released	antibody characterized with exemption			
ENCFF363MKS	bed narrowPeak	peaks and background as input for IDR	ENCSR005LPI	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF062SIS, ENCFF204YUH	5172486	ENCODE Processing Pipeline	840c79f7b59445c33208261f59ed8b26		https://www.encodeproject.org/files/ENCFF363MKS/@@download/ENCFF363MKS.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF709PEA	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR005LPI	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF363MKS	1604	ENCODE Processing Pipeline	fee560dc4ec66e749c4d38567e91028c		https://www.encodeproject.org/files/ENCFF709PEA/@@download/ENCFF709PEA.bed.gz	hg19			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF199GNW	bed narrowPeak	peaks and background as input for IDR	ENCSR005LPI	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF104DRW, ENCFF185WUG	5180595	ENCODE Processing Pipeline	5deda13de56a78d254edd42df7eb5a96		https://www.encodeproject.org/files/ENCFF199GNW/@@download/ENCFF199GNW.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF399NTP	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR005LPI	ChIP-seq	UBERON:0010414	omental fat pad	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF199GNW, ENCFF419RSJ	1952	ENCODE Processing Pipeline	30f3486a3017f87c0743e747dd89eb8b		https://www.encodeproject.org/files/ENCFF399NTP/@@download/ENCFF399NTP.bed.gz	GRCh38			released	antibody characterized with exemption, mild to moderate bottlenecking			
ENCFF181YOI	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR175FLL	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF001TDO, ENCFF715OSJ	601686	ENCODE Processing Pipeline	ad482276f3cc80cecffe6f376a73a0a6		https://www.encodeproject.org/files/ENCFF181YOI/@@download/ENCFF181YOI.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF715OSJ	bed narrowPeak	peaks and background as input for IDR	ENCSR175FLL	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF358FRE, ENCFF683KMT	6005721	ENCODE Processing Pipeline	452c1dfa172cd88e6593b974ca9487f3		https://www.encodeproject.org/files/ENCFF715OSJ/@@download/ENCFF715OSJ.bed.gz	hg19			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF287QRZ	bed narrowPeak	peaks and background as input for IDR	ENCSR175FLL	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF628SZJ, ENCFF646WTU	6039552	ENCODE Processing Pipeline	0987df5d6e391f0c17b2aa445124fcf7		https://www.encodeproject.org/files/ENCFF287QRZ/@@download/ENCFF287QRZ.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF261IHN	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR175FLL	ChIP-seq	UBERON:0001621	coronary artery	tissue	Homo sapiens				CTCF-human	DNA					False	2017-01-30	ENCODE				1							ENCFF287QRZ, ENCFF419RSJ	612545	ENCODE Processing Pipeline	937ebc2c947fae89ff14d16b41c81420		https://www.encodeproject.org/files/ENCFF261IHN/@@download/ENCFF261IHN.bed.gz	GRCh38			released	low read depth, moderate library complexity, antibody characterized with exemption, mild to moderate bottlenecking	experiment not submitted to GEO	severe bottlenecking	
ENCFF104VHX	bed narrowPeak	peaks and background as input for IDR	ENCSR970UZD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF262AKB, ENCFF751PAR	6703589	ENCODE Processing Pipeline	39a6843c915a672793f7e5e5bb96a704		https://www.encodeproject.org/files/ENCFF104VHX/@@download/ENCFF104VHX.bed.gz	hg19			released	antibody characterized with exemption			
ENCFF781EZZ	bed narrowPeak	pseudoreplicated idr thresholded peaks	ENCSR970UZD	ChIP-seq	UBERON:0008952	upper lobe of left lung	tissue	Homo sapiens				CTCF-human	DNA					False	2016-12-08	ENCODE				1							ENCFF001TDO, ENCFF104VHX	500178	ENCODE Processing Pipeline	44409b3a2e915e325f4725ef8190ca9b		https://www.encodeproject.org/files/ENCFF781EZZ/@@download/ENCFF781EZZ.bed.gz	hg19			released	antibody characterized with exemption			
